"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"1560","male","group D","some high school","standard","none","reading",66
"1561","female","group D","some college","standard","completed","reading",75
"1562","female","group C","some college","standard","none","reading",74
"1563","male","group C","bachelor's degree","standard","completed","reading",90
"1564","female","group D","some college","free/reduced","completed","reading",80
"1565","male","group B","bachelor's degree","free/reduced","none","reading",51
"1566","male","group B","associate's degree","standard","none","reading",43
"1567","female","group E","bachelor's degree","free/reduced","completed","reading",100
"1568","female","group D","master's degree","free/reduced","completed","reading",71
"1569","male","group B","high school","free/reduced","none","reading",48
"1570","male","group D","bachelor's degree","free/reduced","none","reading",68
"1571","male","group B","some college","standard","completed","reading",75
"1572","male","group A","bachelor's degree","standard","none","reading",96
"1573","female","group C","some college","standard","none","reading",62
"1574","female","group C","high school","free/reduced","completed","reading",66
"1575","female","group E","high school","standard","none","reading",81
"1576","male","group A","associate's degree","free/reduced","completed","reading",55
"1577","male","group A","some college","standard","completed","reading",51
"1578","female","group B","high school","standard","none","reading",91
"1579","female","group B","some college","free/reduced","completed","reading",56
"1580","female","group D","master's degree","standard","none","reading",61
"1581","female","group D","some high school","standard","none","reading",97
"1582","female","group E","some high school","standard","none","reading",79
"1583","female","group D","bachelor's degree","free/reduced","none","reading",73
"1584","female","group D","associate's degree","standard","completed","reading",75
"1585","female","group D","some college","standard","none","reading",77
"1586","female","group C","associate's degree","standard","none","reading",76
"1587","female","group A","high school","standard","none","reading",73
"1588","female","group C","bachelor's degree","free/reduced","none","reading",63
"1589","female","group C","some college","standard","none","reading",64
"1590","female","group A","some high school","standard","none","reading",66
"1591","male","group C","some college","free/reduced","none","reading",57
"1592","male","group A","some high school","standard","none","reading",62
"1593","male","group E","bachelor's degree","standard","none","reading",68
"1594","female","group E","high school","standard","none","reading",76
"1595","female","group C","bachelor's degree","standard","completed","reading",100
"1596","female","group C","bachelor's degree","standard","completed","reading",79
"1597","male","group B","high school","free/reduced","none","reading",24
"1598","male","group A","some high school","standard","none","reading",54
"1599","female","group D","high school","standard","none","reading",77
"1600","female","group D","some high school","standard","none","reading",82
"1601","female","group D","master's degree","standard","none","reading",60
"1602","female","group C","high school","standard","none","reading",29
"1603","female","group E","some college","standard","none","reading",78
"1604","male","group D","high school","free/reduced","none","reading",57
"1605","male","group D","master's degree","free/reduced","completed","reading",89
"1606","male","group C","some high school","standard","none","reading",72
"1607","female","group C","associate's degree","standard","none","reading",84
"1608","female","group C","master's degree","free/reduced","none","reading",58
"1609","female","group E","some college","standard","none","reading",64
"1610","female","group B","associate's degree","standard","none","reading",63
"1611","male","group D","some college","free/reduced","completed","reading",60
"1612","female","group C","some college","standard","none","reading",59
"1613","male","group C","bachelor's degree","standard","completed","reading",90
"1614","female","group C","associate's degree","standard","none","reading",77
"1615","female","group A","associate's degree","standard","none","reading",93
"1616","female","group C","high school","standard","none","reading",68
"1617","female","group E","bachelor's degree","standard","none","reading",45
"1618","male","group D","bachelor's degree","standard","none","reading",78
"1619","male","group D","master's degree","standard","none","reading",81
"1620","male","group C","associate's degree","free/reduced","completed","reading",73
"1621","female","group C","high school","free/reduced","none","reading",61
"1622","male","group B","bachelor's degree","free/reduced","none","reading",63
"1623","male","group C","high school","free/reduced","completed","reading",51
"1624","male","group A","some college","standard","completed","reading",96
"1625","female","group E","bachelor's degree","free/reduced","none","reading",58
"1626","male","group D","some college","standard","completed","reading",97
"1627","male","group B","associate's degree","free/reduced","completed","reading",70
"1628","male","group D","associate's degree","standard","none","reading",48
"1629","male","group D","some college","free/reduced","none","reading",57
"1630","female","group C","some high school","standard","completed","reading",51
"1631","male","group D","some college","standard","none","reading",64
"1632","male","group B","high school","standard","none","reading",60
"1633","female","group B","bachelor's degree","standard","completed","reading",74
"1634","female","group C","high school","standard","none","reading",88
"1635","male","group D","some high school","standard","none","reading",84
"1636","male","group A","high school","standard","none","reading",74
"1637","female","group B","high school","free/reduced","completed","reading",80
"1638","female","group D","some high school","standard","completed","reading",92
"1639","male","group E","some college","standard","none","reading",76
"1640","female","group D","associate's degree","standard","none","reading",74
"1641","male","group D","high school","standard","none","reading",52
"1642","female","group D","associate's degree","free/reduced","completed","reading",88
"1643","female","group B","some high school","free/reduced","none","reading",81
"1644","female","group E","high school","standard","completed","reading",79
"1645","male","group B","high school","standard","none","reading",65
"1646","female","group B","bachelor's degree","standard","completed","reading",81
"1647","female","group D","associate's degree","standard","none","reading",70
"1648","female","group E","high school","free/reduced","none","reading",62
"1649","female","group B","high school","standard","none","reading",53
"1650","female","group D","some college","standard","completed","reading",79
"1651","male","group C","some high school","free/reduced","completed","reading",56
"1652","female","group A","high school","standard","completed","reading",80
"1653","female","group D","some college","standard","completed","reading",86
"1654","female","group A","associate's degree","standard","completed","reading",70
"1655","female","group B","some high school","standard","none","reading",79
"1656","female","group B","some college","standard","none","reading",67
"1657","male","group C","associate's degree","free/reduced","none","reading",67
"1658","male","group D","some high school","standard","none","reading",66
"1659","female","group D","associate's degree","free/reduced","none","reading",60
"1660","male","group D","associate's degree","standard","none","reading",87
"1661","male","group C","some college","free/reduced","none","reading",77
"1662","male","group C","some high school","standard","none","reading",66
"1663","female","group D","some college","free/reduced","none","reading",71
"1664","female","group C","high school","standard","none","reading",69
"1665","male","group D","associate's degree","standard","none","reading",63
"1666","female","group C","some high school","free/reduced","completed","reading",60
"1667","female","group C","some college","free/reduced","completed","reading",73
"1668","female","group B","bachelor's degree","free/reduced","none","reading",85
"1669","male","group C","some college","standard","none","reading",74
"1670","male","group D","associate's degree","standard","completed","reading",72
"1671","female","group C","high school","free/reduced","none","reading",76
"1672","male","group D","associate's degree","free/reduced","none","reading",57
"1673","female","group C","some college","standard","none","reading",78
"1674","female","group C","associate's degree","standard","completed","reading",84
"1675","female","group D","high school","standard","completed","reading",77
"1676","female","group B","some college","standard","completed","reading",64
"1677","female","group E","some college","standard","completed","reading",78
"1678","female","group C","some high school","standard","completed","reading",82
"1679","male","group D","associate's degree","free/reduced","none","reading",75
"1680","male","group D","some college","free/reduced","none","reading",61
"1681","female","group D","high school","standard","none","reading",72
"1682","male","group B","high school","standard","none","reading",68
"1683","male","group B","high school","standard","none","reading",55
"1684","female","group C","some high school","free/reduced","completed","reading",40
"1685","male","group B","some college","standard","completed","reading",66
"1686","female","group E","master's degree","standard","completed","reading",99
"1687","male","group E","some college","standard","completed","reading",75
"1688","male","group D","associate's degree","free/reduced","none","reading",78
"1689","male","group A","high school","free/reduced","none","reading",58
"1690","male","group E","some college","free/reduced","none","reading",90
"1691","female","group C","associate's degree","standard","none","reading",53
"1692","female","group E","associate's degree","free/reduced","none","reading",76
"1693","female","group C","bachelor's degree","free/reduced","completed","reading",74
"1694","female","group D","associate's degree","standard","none","reading",77
"1695","female","group C","some high school","standard","none","reading",63
"1696","female","group D","some college","free/reduced","none","reading",89
"1697","female","group C","associate's degree","standard","completed","reading",82
"1698","female","group A","bachelor's degree","standard","none","reading",72
"1699","female","group D","associate's degree","standard","completed","reading",78
"1700","male","group C","high school","free/reduced","none","reading",66
"1701","female","group E","bachelor's degree","standard","completed","reading",81
"1702","female","group B","some high school","standard","none","reading",67
"1703","male","group A","bachelor's degree","standard","completed","reading",84
"1704","female","group D","some college","standard","none","reading",64
"1705","female","group B","some high school","free/reduced","completed","reading",63
"1706","male","group A","bachelor's degree","free/reduced","none","reading",72
"1707","male","group D","high school","standard","none","reading",34
"1708","male","group C","some college","standard","none","reading",59
"1709","male","group D","high school","standard","none","reading",87
"1710","female","group D","associate's degree","free/reduced","completed","reading",61
"1711","male","group C","some college","standard","completed","reading",84
"1712","female","group E","some high school","standard","completed","reading",85
"1713","female","group D","some college","standard","none","reading",100
"1714","male","group D","master's degree","standard","none","reading",81
"1715","female","group B","some high school","standard","completed","reading",70
"1716","female","group B","associate's degree","free/reduced","completed","reading",94
"1717","male","group C","associate's degree","standard","completed","reading",78
"1718","female","group C","associate's degree","standard","completed","reading",96
"1719","female","group C","high school","standard","none","reading",76
"1720","male","group E","associate's degree","free/reduced","completed","reading",73
"1721","female","group C","some college","free/reduced","none","reading",72
"1722","male","group D","some high school","free/reduced","completed","reading",59
"1723","female","group B","some high school","free/reduced","completed","reading",90
"1724","male","group C","high school","standard","none","reading",48
"1725","male","group B","some college","standard","none","reading",43
"1726","male","group E","some college","standard","completed","reading",74
"1727","female","group E","associate's degree","standard","completed","reading",75
"1728","male","group E","some high school","standard","completed","reading",51
"1729","female","group D","high school","free/reduced","none","reading",92
"1730","male","group C","some college","standard","none","reading",39
"1731","female","group B","associate's degree","free/reduced","completed","reading",77
"1732","male","group A","some high school","free/reduced","none","reading",46
"1733","female","group C","some college","standard","completed","reading",89
"1734","male","group D","some high school","standard","none","reading",47
"1735","female","group E","some college","free/reduced","none","reading",58
"1736","male","group C","master's degree","standard","none","reading",57
"1737","male","group C","associate's degree","standard","none","reading",79
"1738","female","group B","some college","free/reduced","completed","reading",66
"1739","male","group D","associate's degree","standard","none","reading",71
"1740","male","group C","high school","free/reduced","none","reading",60
"1741","male","group D","bachelor's degree","standard","none","reading",73
"1742","female","group A","associate's degree","free/reduced","none","reading",57
"1743","female","group C","high school","standard","none","reading",84
"1744","female","group C","associate's degree","standard","completed","reading",73
"1745","male","group B","some college","free/reduced","none","reading",55
"1746","male","group D","associate's degree","standard","none","reading",79
"1747","male","group D","high school","standard","none","reading",75
"1748","male","group C","some college","standard","none","reading",64
"1749","female","group C","bachelor's degree","free/reduced","none","reading",60
"1750","male","group B","some college","standard","completed","reading",84
"1751","male","group D","some high school","standard","completed","reading",69
"1752","male","group E","some college","standard","none","reading",72
"1753","male","group C","master's degree","free/reduced","completed","reading",77
"1754","female","group C","some high school","standard","completed","reading",90
"1755","male","group C","associate's degree","free/reduced","none","reading",55
"1756","female","group E","associate's degree","standard","none","reading",95
"1757","male","group D","some college","standard","none","reading",58
"1758","male","group E","bachelor's degree","free/reduced","completed","reading",68
"1759","female","group D","some college","free/reduced","completed","reading",59
"1760","male","group B","some college","standard","completed","reading",77
"1761","female","group C","high school","free/reduced","none","reading",72
"1762","female","group D","some high school","standard","none","reading",58
"1763","male","group D","some high school","standard","completed","reading",81
"1764","female","group B","high school","standard","none","reading",62
"1765","male","group D","some college","standard","none","reading",63
"1766","female","group B","high school","standard","none","reading",72
"1767","female","group C","high school","standard","completed","reading",75
"1768","male","group B","high school","standard","completed","reading",62
"1769","female","group D","some high school","standard","none","reading",71
"1770","male","group A","some college","free/reduced","none","reading",60
"1771","male","group B","high school","standard","none","reading",48
"1772","male","group D","bachelor's degree","standard","none","reading",73
"1773","female","group B","some high school","free/reduced","completed","reading",67
"1774","female","group C","bachelor's degree","free/reduced","none","reading",78
"1775","male","group B","some college","standard","none","reading",65
"1776","female","group B","some high school","free/reduced","none","reading",58
"1777","female","group B","high school","standard","none","reading",72
"1778","female","group C","some college","free/reduced","none","reading",44
"1779","female","group A","some college","standard","completed","reading",79
"1780","male","group E","associate's degree","standard","completed","reading",85
"1781","female","group D","associate's degree","free/reduced","none","reading",56
"1782","female","group B","master's degree","standard","none","reading",90
"1783","female","group B","high school","free/reduced","completed","reading",85
"1784","female","group C","associate's degree","standard","completed","reading",59
"1785","male","group C","bachelor's degree","standard","completed","reading",81
"1786","female","group B","some high school","standard","completed","reading",51
"1787","female","group E","some high school","free/reduced","none","reading",79
"1788","female","group B","some college","standard","none","reading",38
"1789","male","group C","associate's degree","free/reduced","none","reading",65
"1790","female","group C","master's degree","free/reduced","none","reading",65
"1791","female","group B","high school","standard","none","reading",62
"1792","female","group D","some college","free/reduced","none","reading",66
"1793","male","group D","high school","free/reduced","none","reading",74
"1794","male","group E","some high school","standard","completed","reading",84
"1795","female","group B","high school","standard","none","reading",52
"1796","female","group E","associate's degree","free/reduced","completed","reading",68
"1797","male","group D","high school","standard","none","reading",70
"1798","female","group E","associate's degree","free/reduced","none","reading",84
"1799","male","group E","some college","standard","none","reading",60
"1800","female","group C","associate's degree","standard","none","reading",55
"1801","male","group C","some high school","standard","completed","reading",73
"1802","male","group C","some high school","standard","completed","reading",80
"1803","female","group E","associate's degree","standard","none","reading",94
"1804","female","group B","some college","standard","none","reading",85
"1805","female","group C","some college","standard","none","reading",76
"1806","male","group A","some college","free/reduced","none","reading",81
"1807","female","group D","some college","free/reduced","none","reading",74
"1808","female","group E","high school","free/reduced","none","reading",45
"1809","male","group C","high school","standard","none","reading",75
"1810","male","group B","bachelor's degree","standard","none","reading",54
"1811","male","group A","some high school","standard","none","reading",31
"1812","male","group A","high school","free/reduced","none","reading",47
"1813","female","group C","master's degree","standard","completed","reading",64
"1814","male","group E","some high school","standard","completed","reading",84
"1815","female","group C","high school","standard","none","reading",80
"1816","male","group B","some high school","standard","completed","reading",86
"1817","female","group A","bachelor's degree","standard","none","reading",59
"1818","male","group D","bachelor's degree","free/reduced","completed","reading",70
"1819","female","group B","high school","free/reduced","none","reading",72
"1820","female","group C","some high school","standard","none","reading",91
"1821","female","group A","some high school","standard","completed","reading",90
"1822","female","group D","bachelor's degree","free/reduced","none","reading",90
"1823","male","group E","some college","free/reduced","completed","reading",52
"1824","female","group B","high school","free/reduced","none","reading",87
"1825","female","group C","some high school","free/reduced","none","reading",58
"1826","male","group C","high school","standard","none","reading",67
"1827","female","group C","associate's degree","free/reduced","completed","reading",68
"1828","female","group C","some high school","standard","none","reading",69
"1829","female","group D","some high school","free/reduced","completed","reading",86
"1830","male","group B","some high school","standard","none","reading",54
"1831","female","group A","some college","free/reduced","none","reading",60
"1832","female","group C","bachelor's degree","free/reduced","completed","reading",86
"1833","male","group A","bachelor's degree","standard","none","reading",60
"1834","female","group B","high school","standard","completed","reading",82
"1835","male","group B","some college","standard","none","reading",50
"1836","female","group C","high school","standard","completed","reading",64
"1837","male","group E","high school","standard","none","reading",64
"1838","female","group A","high school","standard","completed","reading",82
"1839","male","group B","associate's degree","free/reduced","completed","reading",57
"1840","female","group C","associate's degree","standard","none","reading",77
"1841","female","group D","high school","free/reduced","none","reading",52
"1842","male","group C","some high school","standard","none","reading",58
"1843","female","group B","high school","free/reduced","completed","reading",44
"1844","male","group B","some college","free/reduced","completed","reading",77
"1845","female","group D","some high school","free/reduced","completed","reading",65
"1846","male","group E","master's degree","standard","none","reading",85
"1847","male","group C","master's degree","standard","completed","reading",85
"1848","male","group D","high school","standard","none","reading",54
"1849","female","group C","high school","standard","none","reading",72
"1850","male","group D","associate's degree","standard","none","reading",75
"1851","male","group C","master's degree","standard","none","reading",67
"1852","female","group A","high school","standard","none","reading",68
"1853","female","group E","some college","standard","none","reading",85
"1854","male","group E","some high school","standard","none","reading",67
"1855","male","group C","some high school","standard","none","reading",64
"1856","female","group B","bachelor's degree","standard","none","reading",97
"1857","male","group B","some college","free/reduced","none","reading",68
"1858","female","group C","bachelor's degree","standard","none","reading",79
"1859","male","group B","high school","standard","completed","reading",49
"1860","male","group C","associate's degree","free/reduced","none","reading",73
"1861","female","group C","associate's degree","standard","none","reading",62
"1862","female","group E","master's degree","free/reduced","none","reading",86
"1863","male","group D","bachelor's degree","free/reduced","completed","reading",42
"1864","female","group C","some college","standard","completed","reading",71
"1865","male","group C","associate's degree","standard","none","reading",93
"1866","male","group D","some college","standard","completed","reading",82
"1867","male","group C","high school","free/reduced","none","reading",53
"1868","male","group B","associate's degree","standard","none","reading",42
"1869","male","group E","associate's degree","free/reduced","completed","reading",74
"1870","male","group C","associate's degree","free/reduced","none","reading",51
"1871","male","group B","high school","standard","none","reading",58
"1872","female","group C","some college","standard","completed","reading",72
"1873","male","group B","associate's degree","standard","completed","reading",84
"1874","male","group E","associate's degree","free/reduced","none","reading",90
"1875","female","group C","bachelor's degree","free/reduced","none","reading",62
"1876","male","group C","some college","free/reduced","none","reading",64
"1877","male","group D","some college","standard","none","reading",82
"1878","male","group C","some high school","standard","none","reading",61
"1879","female","group D","some high school","standard","none","reading",72
"1880","female","group D","associate's degree","standard","none","reading",76
"1881","male","group C","bachelor's degree","standard","completed","reading",64
"1882","female","group E","bachelor's degree","standard","completed","reading",70
"1883","female","group B","high school","free/reduced","none","reading",73
"1884","male","group D","bachelor's degree","free/reduced","none","reading",46
"1885","female","group E","associate's degree","standard","none","reading",51
"1886","female","group C","associate's degree","standard","completed","reading",76
"1887","female","group E","associate's degree","standard","completed","reading",100
"1888","male","group C","high school","free/reduced","none","reading",72
"1889","female","group D","some college","free/reduced","none","reading",65
"1890","male","group D","high school","free/reduced","none","reading",51
"1891","female","group E","some college","standard","completed","reading",85
"1892","female","group E","associate's degree","standard","none","reading",92
"1893","female","group A","master's degree","free/reduced","none","reading",67
"1894","male","group D","some high school","standard","completed","reading",74
"1895","female","group E","associate's degree","standard","none","reading",62
"1896","female","group E","some high school","free/reduced","none","reading",34
"1897","male","group B","high school","free/reduced","none","reading",29
"1898","female","group B","some high school","free/reduced","completed","reading",78
"1899","male","group D","associate's degree","standard","completed","reading",54
"1900","female","group D","some high school","standard","completed","reading",78
"1901","male","group D","master's degree","standard","none","reading",84
"1902","female","group C","master's degree","standard","none","reading",78
"1903","female","group A","high school","free/reduced","completed","reading",48
"1904","female","group D","bachelor's degree","free/reduced","completed","reading",100
"1905","female","group D","some high school","free/reduced","none","reading",84
"1906","male","group D","some college","standard","none","reading",77
"1907","male","group B","high school","standard","none","reading",48
"1908","female","group D","some college","standard","completed","reading",84
"1909","female","group C","bachelor's degree","free/reduced","none","reading",75
"1910","male","group E","bachelor's degree","standard","completed","reading",64
"1911","male","group D","bachelor's degree","free/reduced","none","reading",42
"1912","female","group A","some college","standard","none","reading",84
"1913","female","group C","bachelor's degree","standard","completed","reading",61
"1914","female","group C","bachelor's degree","free/reduced","completed","reading",62
"1915","female","group B","associate's degree","free/reduced","none","reading",61
"1916","female","group E","some college","standard","none","reading",70
"1917","male","group E","bachelor's degree","standard","completed","reading",100
"1918","female","group C","high school","standard","none","reading",61
"1919","female","group C","associate's degree","standard","completed","reading",77
"1920","male","group B","some college","standard","completed","reading",96
"1921","male","group D","high school","free/reduced","none","reading",70
"1922","female","group C","high school","free/reduced","none","reading",53
"1923","male","group D","high school","standard","none","reading",66
"1924","female","group B","associate's degree","free/reduced","none","reading",65
"1925","male","group D","high school","free/reduced","none","reading",70
"1926","male","group E","some high school","standard","completed","reading",64
"1927","male","group E","associate's degree","free/reduced","none","reading",56
"1928","female","group D","high school","free/reduced","completed","reading",61
"1929","male","group E","associate's degree","free/reduced","completed","reading",43
"1930","female","group C","some high school","free/reduced","none","reading",56
"1931","male","group C","some college","free/reduced","completed","reading",74
"1932","male","group D","some college","free/reduced","none","reading",57
"1933","male","group D","associate's degree","free/reduced","completed","reading",71
"1934","male","group C","bachelor's degree","free/reduced","completed","reading",75
"1935","male","group C","associate's degree","standard","completed","reading",87
"1936","male","group D","some college","free/reduced","none","reading",63
"1937","male","group A","associate's degree","standard","none","reading",57
"1938","female","group E","high school","free/reduced","none","reading",58
"1939","male","group D","some college","standard","completed","reading",81
"1940","male","group D","some high school","standard","completed","reading",68
"1941","male","group C","master's degree","free/reduced","completed","reading",66
"1942","female","group D","master's degree","standard","none","reading",91
"1943","male","group C","high school","standard","none","reading",66
"1944","male","group A","some high school","free/reduced","completed","reading",62
"1945","female","group B","high school","standard","none","reading",68
"1946","female","group C","associate's degree","standard","none","reading",61
"1947","male","group B","high school","standard","none","reading",82
"1948","female","group D","some college","free/reduced","none","reading",58
"1949","male","group B","some high school","free/reduced","completed","reading",50
"1950","female","group E","high school","free/reduced","completed","reading",75
"1951","male","group E","high school","standard","none","reading",73
"1952","female","group D","some college","standard","completed","reading",77
"1953","female","group E","some high school","free/reduced","none","reading",74
"1954","male","group C","high school","standard","completed","reading",52
"1955","female","group C","some college","standard","none","reading",69
"1956","male","group E","associate's degree","standard","none","reading",57
"1957","male","group C","some college","standard","none","reading",87
"1958","female","group D","master's degree","standard","none","reading",100
"1959","female","group D","high school","standard","none","reading",63
"1960","male","group C","high school","standard","none","reading",81
"1961","female","group A","some college","standard","none","reading",58
"1962","female","group D","some high school","free/reduced","none","reading",54
"1963","female","group E","associate's degree","standard","none","reading",100
"1964","female","group C","some high school","free/reduced","completed","reading",76
"1965","male","group D","some college","standard","none","reading",57
"1966","female","group D","some college","standard","none","reading",70
"1967","male","group A","some high school","standard","completed","reading",68
"1968","male","group C","some college","standard","none","reading",63
"1969","female","group E","associate's degree","standard","none","reading",76
"1970","female","group B","bachelor's degree","standard","none","reading",84
"1971","female","group D","bachelor's degree","standard","none","reading",100
"1972","male","group C","some high school","standard","completed","reading",72
"1973","female","group A","high school","free/reduced","completed","reading",50
"1974","female","group D","some college","free/reduced","none","reading",65
"1975","female","group A","some college","standard","none","reading",63
"1976","female","group C","some college","standard","completed","reading",82
"1977","male","group B","some college","free/reduced","completed","reading",62
"1978","male","group C","associate's degree","standard","none","reading",65
"1979","male","group D","high school","standard","completed","reading",41
"1980","female","group C","associate's degree","standard","none","reading",95
"1981","female","group B","high school","free/reduced","none","reading",24
"1982","male","group D","some high school","standard","none","reading",78
"1983","male","group B","some high school","standard","completed","reading",85
"1984","female","group A","some college","standard","completed","reading",87
"1985","female","group C","some high school","standard","none","reading",75
"1986","male","group A","high school","standard","none","reading",51
"1987","female","group C","associate's degree","standard","none","reading",59
"1988","male","group E","some high school","standard","completed","reading",75
"1989","female","group A","some high school","free/reduced","none","reading",45
"1990","female","group D","some college","free/reduced","completed","reading",86
"1991","male","group E","high school","free/reduced","completed","reading",81
"1992","female","group B","some high school","standard","completed","reading",82
"1993","female","group D","associate's degree","free/reduced","none","reading",76
"1994","female","group D","bachelor's degree","free/reduced","none","reading",72
"1995","male","group A","high school","standard","none","reading",63
"1996","female","group E","master's degree","standard","completed","reading",99
"1997","male","group C","high school","free/reduced","none","reading",55
"1998","female","group C","high school","free/reduced","completed","reading",71
"1999","female","group D","some college","standard","completed","reading",78
"2000","female","group D","some college","free/reduced","none","reading",86
"2001","female","group B","bachelor's degree","standard","none","writing",74
"2002","female","group C","some college","standard","completed","writing",88
"2003","female","group B","master's degree","standard","none","writing",93
"2004","male","group A","associate's degree","free/reduced","none","writing",44
"2005","male","group C","some college","standard","none","writing",75
"2006","female","group B","associate's degree","standard","none","writing",78
"2007","female","group B","some college","standard","completed","writing",92
"2008","male","group B","some college","free/reduced","none","writing",39
"2009","male","group D","high school","free/reduced","completed","writing",67
"2010","female","group B","high school","free/reduced","none","writing",50
"2011","male","group C","associate's degree","standard","none","writing",52
"2012","male","group D","associate's degree","standard","none","writing",43
"2013","female","group B","high school","standard","none","writing",73
"2014","male","group A","some college","standard","completed","writing",70
"2015","female","group A","master's degree","standard","none","writing",58
"2016","female","group C","some high school","standard","none","writing",78
"2017","male","group C","high school","standard","none","writing",86
"2018","female","group B","some high school","free/reduced","none","writing",28
"2019","male","group C","master's degree","free/reduced","completed","writing",46
"2020","female","group C","associate's degree","free/reduced","none","writing",61
"2021","male","group D","high school","standard","none","writing",63
"2022","female","group B","some college","free/reduced","completed","writing",70
"2023","male","group D","some college","standard","none","writing",53
"2024","female","group C","some high school","standard","none","writing",73
"2025","male","group D","bachelor's degree","free/reduced","completed","writing",80
"2026","male","group A","master's degree","free/reduced","none","writing",72
"2027","male","group B","some college","standard","none","writing",55
"2028","female","group C","bachelor's degree","standard","none","writing",75
"2029","male","group C","high school","standard","none","writing",65
"2030","female","group D","master's degree","standard","none","writing",75
"2031","female","group D","some college","standard","none","writing",74
"2032","female","group B","some college","standard","none","writing",61
"2033","female","group E","master's degree","free/reduced","none","writing",65
"2034","male","group D","some college","standard","none","writing",38
"2035","male","group E","some college","standard","none","writing",82
"2036","male","group E","associate's degree","standard","completed","writing",79
"2037","female","group D","associate's degree","standard","none","writing",83
"2038","female","group D","some high school","free/reduced","none","writing",59
"2039","female","group D","associate's degree","free/reduced","completed","writing",88
"2040","male","group B","associate's degree","free/reduced","none","writing",57
"2041","male","group C","associate's degree","free/reduced","none","writing",54
"2042","female","group C","associate's degree","standard","none","writing",68
"2043","female","group B","associate's degree","standard","none","writing",65
"2044","male","group B","some college","free/reduced","completed","writing",66
"2045","female","group E","associate's degree","free/reduced","none","writing",54
"2046","male","group B","associate's degree","standard","none","writing",57
"2047","female","group A","associate's degree","standard","completed","writing",62
"2048","female","group C","high school","standard","none","writing",76
"2049","female","group D","associate's degree","free/reduced","completed","writing",76
"2050","male","group C","high school","standard","completed","writing",82
"2051","male","group E","some college","standard","none","writing",48
"2052","male","group E","associate's degree","free/reduced","completed","writing",68
"2053","male","group C","some college","standard","none","writing",42
"2054","male","group D","high school","standard","none","writing",75
"2055","female","group C","some high school","free/reduced","completed","writing",87
"2056","female","group C","high school","free/reduced","none","writing",43
"2057","female","group E","associate's degree","standard","completed","writing",86
"2058","male","group D","associate's degree","standard","none","writing",49
"2059","male","group D","some college","standard","completed","writing",58
"2060","female","group C","some high school","free/reduced","none","writing",10
"2061","male","group E","bachelor's degree","free/reduced","completed","writing",72
"2062","male","group A","some high school","free/reduced","none","writing",34
"2063","male","group A","associate's degree","free/reduced","none","writing",55
"2064","female","group C","associate's degree","standard","none","writing",71
"2065","female","group D","some high school","standard","none","writing",59
"2066","male","group B","some high school","standard","none","writing",61
"2067","male","group D","some high school","free/reduced","none","writing",37
"2068","female","group C","some college","standard","none","writing",74
"2069","male","group B","associate's degree","free/reduced","none","writing",56
"2070","female","group C","associate's degree","standard","none","writing",57
"2071","female","group D","some college","free/reduced","completed","writing",73
"2072","male","group D","some college","standard","completed","writing",63
"2073","female","group A","associate's degree","free/reduced","none","writing",48
"2074","male","group C","some high school","free/reduced","none","writing",56
"2075","male","group C","some high school","standard","none","writing",41
"2076","male","group B","associate's degree","free/reduced","none","writing",38
"2077","male","group E","some high school","standard","none","writing",22
"2078","male","group A","bachelor's degree","standard","completed","writing",81
"2079","female","group D","some high school","standard","completed","writing",72
"2080","female","group E","master's degree","standard","none","writing",68
"2081","female","group B","associate's degree","standard","none","writing",50
"2082","male","group B","high school","free/reduced","none","writing",45
"2083","male","group A","some college","free/reduced","completed","writing",54
"2084","male","group E","associate's degree","standard","none","writing",63
"2085","male","group D","high school","free/reduced","none","writing",34
"2086","female","group C","some college","standard","none","writing",82
"2087","female","group C","some college","free/reduced","none","writing",88
"2088","female","group D","associate's degree","standard","none","writing",74
"2089","female","group A","some college","standard","none","writing",67
"2090","female","group D","some high school","standard","none","writing",82
"2091","female","group C","bachelor's degree","standard","none","writing",74
"2092","male","group C","high school","free/reduced","none","writing",36
"2093","male","group C","high school","standard","none","writing",71
"2094","male","group C","associate's degree","free/reduced","completed","writing",50
"2095","female","group B","some college","standard","none","writing",92
"2096","male","group C","associate's degree","free/reduced","completed","writing",82
"2097","male","group B","some high school","standard","completed","writing",62
"2098","female","group E","some college","standard","completed","writing",70
"2099","female","group D","some college","free/reduced","none","writing",62
"2100","female","group D","bachelor's degree","standard","none","writing",62
"2101","male","group B","some college","standard","none","writing",67
"2102","male","group D","bachelor's degree","standard","completed","writing",74
"2103","female","group D","associate's degree","standard","none","writing",89
"2104","male","group B","high school","standard","completed","writing",47
"2105","male","group C","some college","standard","completed","writing",90
"2106","female","group C","some college","standard","none","writing",72
"2107","female","group D","master's degree","standard","none","writing",100
"2108","male","group E","associate's degree","standard","completed","writing",64
"2109","female","group B","associate's degree","free/reduced","none","writing",70
"2110","female","group B","some high school","standard","none","writing",72
"2111","female","group D","associate's degree","free/reduced","completed","writing",98
"2112","male","group C","high school","standard","none","writing",49
"2113","male","group A","associate's degree","standard","none","writing",47
"2114","female","group D","some college","standard","none","writing",54
"2115","female","group E","bachelor's degree","standard","completed","writing",100
"2116","male","group C","high school","standard","none","writing",74
"2117","female","group B","bachelor's degree","free/reduced","none","writing",82
"2118","female","group D","bachelor's degree","standard","none","writing",79
